Hotel Name,Hotel Review Page,Guest Name,Hotel Review 
"Royal Orchid Beach Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1204863-d1174318-Reviews-or0-Royal_Orchid_Beach_Resort_Spa_Goa-Utorda_South_Goa_District_Goa.html,Amit M,16 Jun,"Fabulous amazing Hospitality very good.staff are friendly Pradip swimming pool attendant,Ranjit amazing Hospitality.Fransquinha,suvarna,Anita and Preeti was great in hospitality.... We will definitely recommend this place to others..."
"Royal Orchid Beach Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1204863-d1174318-Reviews-or0-Royal_Orchid_Beach_Resort_Spa_Goa-Utorda_South_Goa_District_Goa.html,Meera,15 Jun,"We had a wonderful stay with courteous staff. Anita, Bell boy Prakash and all the staff were very helpful. Food was good, great ambience. Looking forward to visit again. Loved the pool, garden and the food too"
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-or0-Resort_Rio-Arpora_North_Goa_District_Goa.html,Santosh kambli,terday,"We went to Goa for a short weekend break three weeks back and stayed at Rio resort goa. It is an amazing resort, beyond words to explain. It was my first time at Rio, though had been to Goa before but had never experienced a Goa vacation like this before. Excellent food, amazing\u2026"
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-or0-Resort_Rio-Arpora_North_Goa_District_Goa.html,ankush s,17 Jun,"They have objections in almost everything . They don't even have a 24 hour kitchen and you cannot take food and beverages from outside.if you are hungry at night . U need to wait for breakfast or go out , have dinner and then sleep. Stupid policies. Been to Soo many hotels\u2026"
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-or0-Resort_Rio-Arpora_North_Goa_District_Goa.html,Malcolm Fernandes,17 Jun,I am staying at rio resort with kfpl group .We have displayed our product in their banquet hall for sale . It's a nice hotel to stay with family also . I am enjoying my stay at rio. Food is very tasty  staff the at property Is helpful.
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-or0-Resort_Rio-Arpora_North_Goa_District_Goa.html,Rahul,17 Jun,Booked rio resort from online and we got a very good deal .We stayed in the main building of resort rio .Rooms are too big and specious. Housekeeping does a good job. Breakfast was too good and we loved the variety .Special thanks to reception team for all their help .
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-or0-Resort_Rio-Arpora_North_Goa_District_Goa.html,Nimisha shah,12 Jun,Excellent hospitality staff was very co operative on toe and among them Mr.Alush sir manager was very suportive     and hotel was neat n clean..Alush helped me a lot n made my bday memorable..thanx Mr.Alush Sir
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-or0-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,Prashanth,17 Jun,We were there at April 2019. It was for my Daughter's summer vacation in Goa. A nice welcome and gave us the best room. I do not have any negative feedback everything was positive. The best thing to lookout is the customer service which is at very high standards and the that\u2026
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-or0-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,shadabansari236@gmail.com,15 Jun,Beautiful hotel with good food. Especially Mr Akhilesh from their team is really helpful along with other staff. Good cozy Rooms and a big swimming pool with quite and green surrounding makes it ideal for a liesure Traveller near Anjuna. Look forward to come again.
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-or0-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,Khushboo Oza,11 Jun,"Chose this property over others as it was Marriott. Would have got a better service and rooms for the price we paid. We dint get rooms on time.AC was not efficiently working. Even after tellin them multiple times they were unable to rectify the AC, neither the room was changed.\u2026"
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-or0-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,Shaziya Shaikh,10 Jun,Not a great property we thought it was Marriott properties hence booked it. But it came out to be nothing like Marriott at all not even close to the 1 star standard.  To start with when we reached they couldn\u2019t find your rooms reservation we had booked with make my trip.  We\u2026
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-or0-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,nevillem79, 5 Jun,"This review has been a little delayed but nonetheless worth the mention....   Excellent Value for money, very friendly effective staff. Front office and f&b staff are very energetic (seen the same staff working tirelessly from morning to night)  and prompt.  Property has started\u2026"
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-or0-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,DianaMariaParis,17 Jun,"It's an open secret that I am a big fan of ashvem beach as it is a still intact, crowd free beach in north goa. L'Amore became much more than a place to crush when I feel to spend some days on the  beach - it is like a family. Aarti and the other members of the owner family just\u2026"
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-or0-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,Ankur M,17 Jun,"The two of us arrived at Ashvem after a long bus journey followed by a long bike ride. It was around 11 in the morning. Since it's peak summers, the requirement was an AC room. After having been refused early check-in by couple of resorts, we arrived at L'amore where we were\u2026"
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-or0-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,agarwalShilpi,16 Jun,"We booked Lotus for stay .. the view and feel is amazing. Happy  and helping team of Joseph, Nandan , Arnav , Amit ... makes the entire experience more pleasant . Clean , good food, and amazing view .. All in all great experience."
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-or0-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,Sandeep MV,14 Jun,Had an amazing stay at L\u2019Amore beach cottages been going to this place since 2017 every time I have been there always had a great stay the team are very good with hospitality and the food is really yum.  Would recommend this cottage any day if you planning a visit to ashwem\u2026
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-or0-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,Ashu, 8 Jun,Hello guys in the offseason when it was starting the monsoon I reached lamore resort ashvem beach. It was not only the comfortable stay but best place to relax and enjoy. I stayed in lamore resort 10 days and I found my all the days was so much excited. I meet some stars who\u2026
Fahrenheit Hotels and Resorts,https://www.tripadvisor.in/Hotel_Review-g635747-d2073429-Reviews-or0-Fahrenheit_Hotels_and_Resorts-Baga_North_Goa_District_Goa.html,sms60, 4 Jun,"Very nice hygienic hotel Staff too good Room are very convincing Live to visit again Pls provide some nice provision near beach to sit Other all facilities are nice Swiming pool is nice but for kids it's, there should be small also"
Fahrenheit Hotels and Resorts,https://www.tripadvisor.in/Hotel_Review-g635747-d2073429-Reviews-or0-Fahrenheit_Hotels_and_Resorts-Baga_North_Goa_District_Goa.html,mathew74mg, 4 Jun,"Great location, nice aesthetics and large rooms. Courteous staff and wonderful front office. Access to beach. Nice food and very good breakfast.Free jacuzzi @ poolside and well maintained pool.  My family loved the stay especially kids. The Bose speakers/system inside the room\u2026"
Fahrenheit Hotels and Resorts,https://www.tripadvisor.in/Hotel_Review-g635747-d2073429-Reviews-or0-Fahrenheit_Hotels_and_Resorts-Baga_North_Goa_District_Goa.html,Disha Aggarwal, 3 Jun,My stay in Fahrenheit was very nyc. Mr. Vinayak took special efforts to make the stay comfortable and memorable one.. He arranged a special and nyc candlelight dinner too. Looking forwars to visit again in future. Warm regards Disha
Fahrenheit Hotels and Resorts,https://www.tripadvisor.in/Hotel_Review-g635747-d2073429-Reviews-or0-Fahrenheit_Hotels_and_Resorts-Baga_North_Goa_District_Goa.html,Scenic793245, 1 Jun,"Excellent \U0001f44c hospitality, highly delicious food & lovely property. Amazing suits & cozy ambience. Hangout places & beaches are near to the resort.  P.S.Note: Staff Pampers you a lot. you will Enjoy. Kidnap the Chef."
Fahrenheit Hotels and Resorts,https://www.tripadvisor.in/Hotel_Review-g635747-d2073429-Reviews-or0-Fahrenheit_Hotels_and_Resorts-Baga_North_Goa_District_Goa.html,Maahi2014,y 2019,"After having reviewed dozens of other resorts and hotels around the world, am reviewing Fahrenheit resort at Baga which definitely ranks amongst the top resorts I have ever visited !   The resort is ideally located in the proximity of Baga beach still away from the hustle of the\u2026"
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,Dinesh Kumar,terday,"We had come for business visit and had booked deluxe rooms but were upgraded to executive rooms. The check inn process and formalities was administered conveniently, in a jiffy without much fuss by front office reception staff \u2013 Sanjib.   The location of the property is good but\u2026"
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,SandraandChris,r 2019,"We stayed at this hotel for three weeks. We arrived in the early hours of the morning and were met with a hot chocolate and chicken sandwiches. We had stayed here before and our travel agent had requested a first floor room for us, we found we had been given an upgraded room and\u2026"
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,Sid,terday,We did not get the category of room which we had booked . We got a lower end category room for the price we paid. We got fooled and we did not get space to keep our luggage. Breakfast was not good too.NOT SATISFIED BY RADISSON NAME.  RADISSON BLU IS MUCH BETTER IN BANGALORE 
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,PreetiW,17 Jun,"We just came back on 15th Jun and had an awesome stay. We arrived at 930 AM much earlier than the check in time but the staff was really helpful and we were immediately given our room, In fact we were upgraded to a pool side facing room with no extra cost. Good food and service.\u2026"
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,tomatodelhi,11 Jun,Internet was a major issue Room service slow Bathroom was so bad that every time we took a shower the entire bathroom was filled with water.. Despite repeatedcomplants nothing was done to improve it. They just came and cleaned it
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,kumar gourav,18 Jun,"I Booked to stay 4 night  in this hotel  it was very near Miramar beach and the  the staff were very helpful and gave us excellent service. Special thanks to Mr.Subrato, The rooms were very spacious and the showers plus balconies, although we did not have sea facing rooms.\u2026"
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,Anand N,17 Jun,"A beautiful hotel in Miramar.It was a pleasant stay. The rooms are really big, clean and spacious. Staff very friendly and helpful. Breakfast with lot of variety. Its a best place for a family. Though the poll is small you can enjoy."
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,Anna,15 Jun,"The hotel staff is extremely helpful. Food is good and room service is prompt. However, public transport near the hotel is difficult to avail because of its location. Overall, it was a comfortable and pleasant stay for family."
